Quarter,Age,Gender,Location,Total Stays,Average Length of Stay (in days)
2020Q3,90 +,Female,Highland,150,11
2020Q3,90 +,Male,Highland,74,13
2020Q4,0-9 ,Female,Highland,20,1
2020Q4,0-9 ,Male,Highland,25,2
2020Q4,10-19 ,Female,Highland,88,94
2020Q4,10-19 ,Male,Highland,66,5
2020Q4,20-29 ,Female,Highland,159,2
2020Q4,20-29 ,Male,Highland,139,2
2020Q4,30-39 ,Female,Highland,181,2
2020Q4,30-39 ,Male,Highland,188,2
2020Q4,40-49 ,Female,Highland,221,3
2020Q4,40-49 ,Male,Highland,278,4
2020Q4,50-59 ,Female,Highland,397,5
2020Q4,50-59 ,Male,Highland,461,3
2020Q4,60-69 ,Female,Highland,452,5
2020Q4,60-69 ,Male,Highland,574,7
2020Q4,70-79 ,Female,Highland,602,7
2020Q4,70-79 ,Male,Highland,719,6
2020Q4,80-89 ,Female,Highland,609,10
2020Q4,80-89 ,Male,Highland,461,8
2020Q4,90 +,Female,Highland,151,18
2020Q4,90 +,Male,Highland,80,15
2021Q1,0-9 ,Female,Highland,5,1
2021Q1,0-9 ,Male,Highland,19,1
2021Q1,10-19 ,Female,Highland,45,2
2021Q1,10-19 ,Male,Highland,45,2
2021Q1,20-29 ,Female,Highland,171,2
2021Q1,20-29 ,Male,Highland,157,3
2021Q1,30-39 ,Female,Highland,196,1
2021Q1,30-39 ,Male,Highland,168,4
2021Q1,40-49 ,Female,Highland,225,3
2021Q1,40-49 ,Male,Highland,254,3
2021Q1,50-59 ,Female,Highland,371,5
2021Q1,50-59 ,Male,Highland,423,5
2021Q1,60-69 ,Female,Highland,409,4
2021Q1,60-69 ,Male,Highland,534,4
2021Q1,70-79 ,Female,Highland,612,5
2021Q1,70-79 ,Male,Highland,656,10
2021Q1,80-89 ,Female,Highland,495,14
2021Q1,80-89 ,Male,Highland,396,6
2021Q1,90 +,Female,Highland,139,20
2021Q1,90 +,Male,Highland,62,32
2021Q2,0-9 ,Female,Highland,25,1
2021Q2,0-9 ,Male,Highland,25,1
2021Q2,10-19 ,Female,Highland,79,2
2021Q2,10-19 ,Male,Highland,81,2
2021Q2,20-29 ,Female,Highland,174,2
2021Q2,20-29 ,Male,Highland,132,5
2021Q2,30-39 ,Female,Highland,168,3
2021Q2,30-39 ,Male,Highland,201,2
2021Q2,40-49 ,Female,Highland,215,3
2021Q2,40-49 ,Male,Highland,253,3
2021Q2,50-59 ,Female,Highland,435,4
2021Q2,50-59 ,Male,Highland,458,4
2021Q2,60-69 ,Female,Highland,461,4
2021Q2,60-69 ,Male,Highland,599,6
2021Q2,70-79 ,Female,Highland,613,11
2021Q2,70-79 ,Male,Highland,722,3
2021Q2,80-89 ,Female,Highland,521,7
2021Q2,80-89 ,Male,Highland,508,13
2021Q2,90 +,Female,Highland,154,11
2021Q2,90 +,Male,Highland,84,10
2021Q3,0-9 ,Female,Highland,33,1
2021Q3,0-9 ,Male,Highland,39,1
2021Q3,10-19 ,Female,Highland,79,1
2021Q3,10-19 ,Male,Highland,95,2
2021Q3,20-29 ,Female,Highland,180,3
2021Q3,20-29 ,Male,Highland,161,3
2021Q3,30-39 ,Female,Highland,201,2
2021Q3,30-39 ,Male,Highland,204,2
2021Q3,40-49 ,Female,Highland,227,4
2021Q3,40-49 ,Male,Highland,285,5
2021Q3,50-59 ,Female,Highland,406,5
2021Q3,50-59 ,Male,Highland,443,5
2021Q3,60-69 ,Female,Highland,481,7
2021Q3,60-69 ,Male,Highland,632,4
2021Q3,70-79 ,Female,Highland,574,4
2021Q3,70-79 ,Male,Highland,723,11
2021Q3,80-89 ,Female,Highland,572,14
2021Q3,80-89 ,Male,Highland,515,10
2021Q3,90 +,Female,Highland,146,21
2021Q3,90 +,Male,Highland,87,10
2020Q1,0-9 ,Female,Lanarkshire,40,0
2020Q1,0-9 ,Male,Lanarkshire,43,0
2020Q1,10-19 ,Female,Lanarkshire,257,2
2020Q1,10-19 ,Male,Lanarkshire,208,2
2020Q1,20-29 ,Female,Lanarkshire,683,2
2020Q1,20-29 ,Male,Lanarkshire,523,2
2020Q1,30-39 ,Female,Lanarkshire,882,2
2020Q1,30-39 ,Male,Lanarkshire,672,3
2020Q1,40-49 ,Female,Lanarkshire,883,2
2020Q1,40-49 ,Male,Lanarkshire,876,4
2020Q1,50-59 ,Female,Lanarkshire,1444,4
2020Q1,50-59 ,Male,Lanarkshire,1405,5
2020Q1,60-69 ,Female,Lanarkshire,1531,7
2020Q1,60-69 ,Male,Lanarkshire,1598,4
2020Q1,70-79 ,Female,Lanarkshire,1890,8
2020Q1,70-79 ,Male,Lanarkshire,1855,7
2020Q1,80-89 ,Female,Lanarkshire,1615,11
2020Q1,80-89 ,Male,Lanarkshire,1149,11
2020Q1,90 +,Female,Lanarkshire,358,15
2020Q1,90 +,Male,Lanarkshire,217,14
2020Q2,0-9 ,Female,Lanarkshire,11,0
2020Q2,0-9 ,Male,Lanarkshire,20,0
2020Q2,10-19 ,Female,Lanarkshire,144,1
2020Q2,10-19 ,Male,Lanarkshire,137,2
2020Q2,20-29 ,Female,Lanarkshire,442,2
2020Q2,20-29 ,Male,Lanarkshire,371,3
2020Q2,30-39 ,Female,Lanarkshire,614,2
2020Q2,30-39 ,Male,Lanarkshire,607,2
2020Q2,40-49 ,Female,Lanarkshire,702,3
2020Q2,40-49 ,Male,Lanarkshire,783,3
2020Q2,50-59 ,Female,Lanarkshire,1114,10
2020Q2,50-59 ,Male,Lanarkshire,1210,3
2020Q2,60-69 ,Female,Lanarkshire,1061,5
2020Q2,60-69 ,Male,Lanarkshire,1233,4
2020Q2,70-79 ,Female,Lanarkshire,1258,6
2020Q2,70-79 ,Male,Lanarkshire,1308,5
2020Q2,80-89 ,Female,Lanarkshire,1068,10
2020Q2,80-89 ,Male,Lanarkshire,809,9
2020Q2,90 +,Female,Lanarkshire,259,12
2020Q2,90 +,Male,Lanarkshire,152,9
2020Q3,0-9 ,Female,Lanarkshire,42,0
2020Q3,0-9 ,Male,Lanarkshire,52,0
2020Q3,10-19 ,Female,Lanarkshire,168,1
2020Q3,10-19 ,Male,Lanarkshire,228,1
2020Q3,20-29 ,Female,Lanarkshire,561,1
2020Q3,20-29 ,Male,Lanarkshire,454,1
2020Q3,30-39 ,Female,Lanarkshire,735,2
2020Q3,30-39 ,Male,Lanarkshire,659,2
2020Q3,40-49 ,Female,Lanarkshire,880,2
2020Q3,40-49 ,Male,Lanarkshire,818,3
2020Q3,50-59 ,Female,Lanarkshire,1291,4
2020Q3,50-59 ,Male,Lanarkshire,1265,2
2020Q3,60-69 ,Female,Lanarkshire,1379,5
2020Q3,60-69 ,Male,Lanarkshire,1502,5
2020Q3,70-79 ,Female,Lanarkshire,1687,6
2020Q3,70-79 ,Male,Lanarkshire,1684,7
2020Q3,80-89 ,Female,Lanarkshire,1374,9
2020Q3,80-89 ,Male,Lanarkshire,1163,9
2020Q3,90 +,Female,Lanarkshire,322,11
2020Q3,90 +,Male,Lanarkshire,194,7
2020Q4,0-9 ,Female,Lanarkshire,22,0
2020Q4,0-9 ,Male,Lanarkshire,31,0
2020Q4,10-19 ,Female,Lanarkshire,156,1
2020Q4,10-19 ,Male,Lanarkshire,146,1
2020Q4,20-29 ,Female,Lanarkshire,527,1
2020Q4,20-29 ,Male,Lanarkshire,400,2
2020Q4,30-39 ,Female,Lanarkshire,701,2
2020Q4,30-39 ,Male,Lanarkshire,546,3
2020Q4,40-49 ,Female,Lanarkshire,787,3
2020Q4,40-49 ,Male,Lanarkshire,753,2
2020Q4,50-59 ,Female,Lanarkshire,1258,3
2020Q4,50-59 ,Male,Lanarkshire,1309,5
2020Q4,60-69 ,Female,Lanarkshire,1209,6
2020Q4,60-69 ,Male,Lanarkshire,1444,7
2020Q4,70-79 ,Female,Lanarkshire,1518,8
2020Q4,70-79 ,Male,Lanarkshire,1599,6
2020Q4,80-89 ,Female,Lanarkshire,1404,10
2020Q4,80-89 ,Male,Lanarkshire,1096,10
2020Q4,90 +,Female,Lanarkshire,347,17
2020Q4,90 +,Male,Lanarkshire,193,7
2021Q1,0-9 ,Female,Lanarkshire,12,0
2021Q1,0-9 ,Male,Lanarkshire,21,1
2021Q1,10-19 ,Female,Lanarkshire,169,1
2021Q1,10-19 ,Male,Lanarkshire,121,2
2021Q1,20-29 ,Female,Lanarkshire,523,1
2021Q1,20-29 ,Male,Lanarkshire,387,2
2021Q1,30-39 ,Female,Lanarkshire,684,3
2021Q1,30-39 ,Male,Lanarkshire,571,2
2021Q1,40-49 ,Female,Lanarkshire,874,10
2021Q1,40-49 ,Male,Lanarkshire,803,4
2021Q1,50-59 ,Female,Lanarkshire,1239,5
2021Q1,50-59 ,Male,Lanarkshire,1329,3
2021Q1,60-69 ,Female,Lanarkshire,1224,5
2021Q1,60-69 ,Male,Lanarkshire,1506,6
2021Q1,70-79 ,Female,Lanarkshire,1492,8
2021Q1,70-79 ,Male,Lanarkshire,1529,8
2021Q1,80-89 ,Female,Lanarkshire,1439,11
2021Q1,80-89 ,Male,Lanarkshire,1051,7
2021Q1,90 +,Female,Lanarkshire,361,16
2021Q1,90 +,Male,Lanarkshire,164,11
2021Q2,0-9 ,Female,Lanarkshire,38,0
2021Q2,0-9 ,Male,Lanarkshire,67,1
2021Q2,10-19 ,Female,Lanarkshire,215,2
2021Q2,10-19 ,Male,Lanarkshire,199,1
2021Q2,20-29 ,Female,Lanarkshire,655,2
2021Q2,20-29 ,Male,Lanarkshire,467,2
2021Q2,30-39 ,Female,Lanarkshire,859,2
2021Q2,30-39 ,Male,Lanarkshire,623,3
2021Q2,40-49 ,Female,Lanarkshire,1048,3
2021Q2,40-49 ,Male,Lanarkshire,924,3
2021Q2,50-59 ,Female,Lanarkshire,1539,4
2021Q2,50-59 ,Male,Lanarkshire,1462,3
2021Q2,60-69 ,Female,Lanarkshire,1510,2
2021Q2,60-69 ,Male,Lanarkshire,1652,4
2021Q2,70-79 ,Female,Lanarkshire,1867,5
2021Q2,70-79 ,Male,Lanarkshire,1803,7
2021Q2,80-89 ,Female,Lanarkshire,1552,7
2021Q2,80-89 ,Male,Lanarkshire,1209,5
2021Q2,90 +,Female,Lanarkshire,364,6
2021Q2,90 +,Male,Lanarkshire,175,8
2021Q3,0-9 ,Female,Lanarkshire,37,1
2021Q3,0-9 ,Male,Lanarkshire,64,1
2021Q3,10-19 ,Female,Lanarkshire,191,2
2021Q3,10-19 ,Male,Lanarkshire,182,2
2021Q3,20-29 ,Female,Lanarkshire,662,1
2021Q3,20-29 ,Male,Lanarkshire,439,2
2021Q3,30-39 ,Female,Lanarkshire,860,2
2021Q3,30-39 ,Male,Lanarkshire,636,3
2021Q3,40-49 ,Female,Lanarkshire,999,2
2021Q3,40-49 ,Male,Lanarkshire,884,3
2021Q3,50-59 ,Female,Lanarkshire,1438,3
2021Q3,50-59 ,Male,Lanarkshire,1327,5
2021Q3,60-69 ,Female,Lanarkshire,1453,6
2021Q3,60-69 ,Male,Lanarkshire,1588,6
2021Q3,70-79 ,Female,Lanarkshire,1821,7
2021Q3,70-79 ,Male,Lanarkshire,1741,8
2021Q3,80-89 ,Female,Lanarkshire,1521,10
2021Q3,80-89 ,Male,Lanarkshire,1170,10
2021Q3,90 +,Female,Lanarkshire,404,13
2021Q3,90 +,Male,Lanarkshire,200,6
2020Q1,0-9 ,Female,Lothian,191,3
2020Q1,0-9 ,Male,Lothian,288,3
2020Q1,10-19 ,Female,Lothian,392,3
2020Q1,10-19 ,Male,Lothian,303,5
2020Q1,20-29 ,Female,Lothian,787,3
2020Q1,20-29 ,Male,Lothian,595,2
2020Q1,30-39 ,Female,Lothian,855,4
2020Q1,30-39 ,Male,Lothian,800,4
2020Q1,40-49 ,Female,Lothian,922,4
2020Q1,40-49 ,Male,Lothian,880,6
2020Q1,50-59 ,Female,Lothian,1481,7
2020Q1,50-59 ,Male,Lothian,1601,7
2020Q1,60-69 ,Female,Lothian,1692,8
2020Q1,60-69 ,Male,Lothian,1908,4
2020Q1,70-79 ,Female,Lothian,2057,10
2020Q1,70-79 ,Male,Lothian,2250,10
2020Q1,80-89 ,Female,Lothian,1946,11
2020Q1,80-89 ,Male,Lothian,1474,14
2020Q1,90 +,Female,Lothian,678,19
2020Q1,90 +,Male,Lothian,358,14
2020Q2,0-9 ,Female,Lothian,95,3
2020Q2,0-9 ,Male,Lothian,145,3
2020Q2,10-19 ,Female,Lothian,217,3
2020Q2,10-19 ,Male,Lothian,207,3
2020Q2,20-29 ,Female,Lothian,541,1
2020Q2,20-29 ,Male,Lothian,435,2
2020Q2,30-39 ,Female,Lothian,617,2
2020Q2,30-39 ,Male,Lothian,592,3
2020Q2,40-49 ,Female,Lothian,682,4
2020Q2,40-49 ,Male,Lothian,776,5
2020Q2,50-59 ,Female,Lothian,1039,6
2020Q2,50-59 ,Male,Lothian,1345,5
2020Q2,60-69 ,Female,Lothian,1174,6
2020Q2,60-69 ,Male,Lothian,1518,9
2020Q2,70-79 ,Female,Lothian,1475,10
2020Q2,70-79 ,Male,Lothian,1621,8
2020Q2,80-89 ,Female,Lothian,1418,13
2020Q2,80-89 ,Male,Lothian,1139,11
2020Q2,90 +,Female,Lothian,439,15
2020Q2,90 +,Male,Lothian,227,13
2020Q3,0-9 ,Female,Lothian,187,4
2020Q3,0-9 ,Male,Lothian,250,3
2020Q3,10-19 ,Female,Lothian,321,2
2020Q3,10-19 ,Male,Lothian,313,3
2020Q3,20-29 ,Female,Lothian,701,2
2020Q3,20-29 ,Male,Lothian,558,3
2020Q3,30-39 ,Female,Lothian,865,2
2020Q3,30-39 ,Male,Lothian,764,4
2020Q3,40-49 ,Female,Lothian,897,4
2020Q3,40-49 ,Male,Lothian,928,5
2020Q3,50-59 ,Female,Lothian,1414,5
2020Q3,50-59 ,Male,Lothian,1572,6
2020Q3,60-69 ,Female,Lothian,1569,6
2020Q3,60-69 ,Male,Lothian,1956,6
2020Q3,70-79 ,Female,Lothian,1931,8
2020Q3,70-79 ,Male,Lothian,2067,9
2020Q3,80-89 ,Female,Lothian,1746,11
2020Q3,80-89 ,Male,Lothian,1311,11
2020Q3,90 +,Female,Lothian,544,11
2020Q3,90 +,Male,Lothian,290,13
2020Q4,0-9 ,Female,Lothian,162,3
2020Q4,0-9 ,Male,Lothian,223,5
2020Q4,10-19 ,Female,Lothian,317,3
2020Q4,10-19 ,Male,Lothian,274,3
2020Q4,20-29 ,Female,Lothian,713,2
2020Q4,20-29 ,Male,Lothian,532,3
2020Q4,30-39 ,Female,Lothian,846,3
2020Q4,30-39 ,Male,Lothian,719,4
2020Q4,40-49 ,Female,Lothian,935,5
2020Q4,40-49 ,Male,Lothian,893,4
2020Q4,50-59 ,Female,Lothian,1371,5
2020Q4,50-59 ,Male,Lothian,1436,4
2020Q4,60-69 ,Female,Lothian,1503,7
2020Q4,60-69 ,Male,Lothian,1877,8
2020Q4,70-79 ,Female,Lothian,1917,9
2020Q4,70-79 ,Male,Lothian,2001,10
2020Q4,80-89 ,Female,Lothian,1755,14
2020Q4,80-89 ,Male,Lothian,1352,12
2020Q4,90 +,Female,Lothian,573,17
2020Q4,90 +,Male,Lothian,345,15
2021Q1,0-9 ,Female,Lothian,122,3
2021Q1,0-9 ,Male,Lothian,203,2
2021Q1,10-19 ,Female,Lothian,265,6
2021Q1,10-19 ,Male,Lothian,258,3
2021Q1,20-29 ,Female,Lothian,673,3
2021Q1,20-29 ,Male,Lothian,525,3
2021Q1,30-39 ,Female,Lothian,840,3
2021Q1,30-39 ,Male,Lothian,797,3
2021Q1,40-49 ,Female,Lothian,884,5
2021Q1,40-49 ,Male,Lothian,961,6
2021Q1,50-59 ,Female,Lothian,1395,6
2021Q1,50-59 ,Male,Lothian,1520,6
2021Q1,60-69 ,Female,Lothian,1535,7
2021Q1,60-69 ,Male,Lothian,1863,8
2021Q1,70-79 ,Female,Lothian,1830,7
2021Q1,70-79 ,Male,Lothian,2091,9
2021Q1,80-89 ,Female,Lothian,1632,15
2021Q1,80-89 ,Male,Lothian,1343,9
2021Q1,90 +,Female,Lothian,614,15
2021Q1,90 +,Male,Lothian,284,9
2021Q2,0-9 ,Female,Lothian,211,3
2021Q2,0-9 ,Male,Lothian,258,3
2021Q2,10-19 ,Female,Lothian,352,3
2021Q2,10-19 ,Male,Lothian,286,3
2021Q2,20-29 ,Female,Lothian,681,3
2021Q2,20-29 ,Male,Lothian,563,3
2021Q2,30-39 ,Female,Lothian,954,3
2021Q2,30-39 ,Male,Lothian,828,4
2021Q2,40-49 ,Female,Lothian,1063,3
2021Q2,40-49 ,Male,Lothian,1001,4
2021Q2,50-59 ,Female,Lothian,1559,6
2021Q2,50-59 ,Male,Lothian,1599,6
2021Q2,60-69 ,Female,Lothian,1664,7
2021Q2,60-69 ,Male,Lothian,2027,5
2021Q2,70-79 ,Female,Lothian,2089,8
2021Q2,70-79 ,Male,Lothian,2287,5
2021Q2,80-89 ,Female,Lothian,1864,13
2021Q2,80-89 ,Male,Lothian,1376,12
2021Q2,90 +,Female,Lothian,581,18
2021Q2,90 +,Male,Lothian,319,17
2021Q3,0-9 ,Female,Lothian,142,2
2021Q3,0-9 ,Male,Lothian,189,3
2021Q3,10-19 ,Female,Lothian,301,2
2021Q3,10-19 ,Male,Lothian,235,3
2021Q3,20-29 ,Female,Lothian,682,2
2021Q3,20-29 ,Male,Lothian,588,3
2021Q3,30-39 ,Female,Lothian,878,3
2021Q3,30-39 ,Male,Lothian,739,3
2021Q3,40-49 ,Female,Lothian,932,3
2021Q3,40-49 ,Male,Lothian,850,5
2021Q3,50-59 ,Female,Lothian,1480,7
2021Q3,50-59 ,Male,Lothian,1516,5
2021Q3,60-69 ,Female,Lothian,1704,7
2021Q3,60-69 ,Male,Lothian,1880,6
2021Q3,70-79 ,Female,Lothian,1988,9
2021Q3,70-79 ,Male,Lothian,2135,9
2021Q3,80-89 ,Female,Lothian,1806,13
2021Q3,80-89 ,Male,Lothian,1438,12
2021Q3,90 +,Female,Lothian,553,14
2021Q3,90 +,Male,Lothian,323,15
2020Q1,0-9 ,Female,Orkney,10,2
2020Q1,0-9 ,Male,Orkney,5,0
2020Q1,10-19 ,Female,Orkney,10,4
2020Q1,10-19 ,Male,Orkney,5,1
2020Q1,20-29 ,Female,Orkney,5,1
2020Q1,20-29 ,Male,Orkney,12,1
2020Q1,30-39 ,Female,Orkney,15,1
2020Q1,30-39 ,Male,Orkney,10,1
2020Q1,40-49 ,Female,Orkney,10,3
2020Q1,40-49 ,Male,Orkney,25,2
2020Q1,50-59 ,Female,Orkney,24,3
2020Q1,50-59 ,Male,Orkney,30,5
2020Q1,60-69 ,Female,Orkney,30,4
2020Q1,60-69 ,Male,Orkney,33,3
2020Q1,70-79 ,Female,Orkney,50,5
2020Q1,70-79 ,Male,Orkney,39,14
2020Q1,80-89 ,Female,Orkney,63,10
2020Q1,80-89 ,Male,Orkney,37,11
2020Q1,90 +,Female,Orkney,10,17
2020Q1,90 +,Male,Orkney,10,21
2020Q2,0-9 ,Female,Orkney,5,0
2020Q2,0-9 ,Male,Orkney,0,NA
2020Q2,10-19 ,Female,Orkney,10,1
2020Q2,10-19 ,Male,Orkney,0,NA
2020Q2,20-29 ,Female,Orkney,5,2
2020Q2,20-29 ,Male,Orkney,10,4
2020Q2,30-39 ,Female,Orkney,10,2
2020Q2,30-39 ,Male,Orkney,10,2
2020Q2,40-49 ,Female,Orkney,12,2
2020Q2,40-49 ,Male,Orkney,10,2
2020Q2,50-59 ,Female,Orkney,17,6
2020Q2,50-59 ,Male,Orkney,12,9
2020Q2,60-69 ,Female,Orkney,25,16
2020Q2,60-69 ,Male,Orkney,34,5
2020Q2,70-79 ,Female,Orkney,29,10
2020Q2,70-79 ,Male,Orkney,40,5
2020Q2,80-89 ,Female,Orkney,40,14
2020Q2,80-89 ,Male,Orkney,36,8
2020Q2,90 +,Female,Orkney,13,19
2020Q2,90 +,Male,Orkney,10,8
2020Q3,0-9 ,Female,Orkney,0,NA
2020Q3,0-9 ,Male,Orkney,10,0
2020Q3,10-19 ,Female,Orkney,10,1
2020Q3,10-19 ,Male,Orkney,10,1
2020Q3,20-29 ,Female,Orkney,10,2
2020Q3,20-29 ,Male,Orkney,15,1
2020Q3,30-39 ,Female,Orkney,14,1
2020Q3,30-39 ,Male,Orkney,10,2
2020Q3,40-49 ,Female,Orkney,15,2
2020Q3,40-49 ,Male,Orkney,23,2
2020Q3,50-59 ,Female,Orkney,27,1
2020Q3,50-59 ,Male,Orkney,35,5
2020Q3,60-69 ,Female,Orkney,30,11
2020Q3,60-69 ,Male,Orkney,39,3
2020Q3,70-79 ,Female,Orkney,45,4
2020Q3,70-79 ,Male,Orkney,55,7
2020Q3,80-89 ,Female,Orkney,39,10
2020Q3,80-89 ,Male,Orkney,41,5
2020Q3,90 +,Female,Orkney,20,9
2020Q3,90 +,Male,Orkney,10,8
2020Q4,0-9 ,Female,Orkney,10,0
2020Q4,0-9 ,Male,Orkney,5,2
2020Q4,10-19 ,Female,Orkney,10,1
2020Q4,10-19 ,Male,Orkney,0,NA
2020Q4,20-29 ,Female,Orkney,10,1
2020Q4,20-29 ,Male,Orkney,10,1
2020Q4,30-39 ,Female,Orkney,11,2
2020Q4,30-39 ,Male,Orkney,5,3
2020Q4,40-49 ,Female,Orkney,22,2
2020Q4,40-49 ,Male,Orkney,16,2
2020Q4,50-59 ,Female,Orkney,20,4
2020Q4,50-59 ,Male,Orkney,35,3
2020Q4,60-69 ,Female,Orkney,28,6
2020Q4,60-69 ,Male,Orkney,30,5
2020Q4,70-79 ,Female,Orkney,56,11
2020Q4,70-79 ,Male,Orkney,50,10
2020Q4,80-89 ,Female,Orkney,54,8
2020Q4,80-89 ,Male,Orkney,45,10
2020Q4,90 +,Female,Orkney,21,14
2020Q4,90 +,Male,Orkney,10,9
2021Q1,0-9 ,Female,Orkney,0,NA
2021Q1,0-9 ,Male,Orkney,5,0
2021Q1,10-19 ,Female,Orkney,5,0
2021Q1,10-19 ,Male,Orkney,5,1
2021Q1,20-29 ,Female,Orkney,12,4
2021Q1,20-29 ,Male,Orkney,15,4
2021Q1,30-39 ,Female,Orkney,15,2
2021Q1,30-39 ,Male,Orkney,12,1
2021Q1,40-49 ,Female,Orkney,15,5
2021Q1,40-49 ,Male,Orkney,20,2
2021Q1,50-59 ,Female,Orkney,20,3
2021Q1,50-59 ,Male,Orkney,35,5
2021Q1,60-69 ,Female,Orkney,29,5
2021Q1,60-69 ,Male,Orkney,36,4
2021Q1,70-79 ,Female,Orkney,53,4
2021Q1,70-79 ,Male,Orkney,51,3
2021Q1,80-89 ,Female,Orkney,53,7
2021Q1,80-89 ,Male,Orkney,64,6
2021Q1,90 +,Female,Orkney,11,20
2021Q1,90 +,Male,Orkney,15,15
2021Q2,0-9 ,Female,Orkney,5,3
2021Q2,0-9 ,Male,Orkney,10,1
2021Q2,10-19 ,Female,Orkney,10,1
2021Q2,10-19 ,Male,Orkney,5,0
2021Q2,20-29 ,Female,Orkney,12,5
2021Q2,20-29 ,Male,Orkney,10,3
2021Q2,30-39 ,Female,Orkney,15,2
2021Q2,30-39 ,Male,Orkney,13,2
2021Q2,40-49 ,Female,Orkney,15,2
2021Q2,40-49 ,Male,Orkney,10,2
2021Q2,50-59 ,Female,Orkney,20,2
2021Q2,50-59 ,Male,Orkney,35,5
2021Q2,60-69 ,Female,Orkney,25,6
2021Q2,60-69 ,Male,Orkney,50,8
2021Q2,70-79 ,Female,Orkney,59,5
2021Q2,70-79 ,Male,Orkney,58,5
2021Q2,80-89 ,Female,Orkney,45,17
2021Q2,80-89 ,Male,Orkney,49,5
2021Q2,90 +,Female,Orkney,30,17
2021Q2,90 +,Male,Orkney,0,NA
2021Q3,0-9 ,Female,Orkney,0,NA
2021Q3,0-9 ,Male,Orkney,5,1
2021Q3,10-19 ,Female,Orkney,5,1
2021Q3,10-19 ,Male,Orkney,10,2
2021Q3,20-29 ,Female,Orkney,10,1
2021Q3,20-29 ,Male,Orkney,5,3
2021Q3,30-39 ,Female,Orkney,15,5
2021Q3,30-39 ,Male,Orkney,15,2
2021Q3,40-49 ,Female,Orkney,10,5
2021Q3,40-49 ,Male,Orkney,10,4
2021Q3,50-59 ,Female,Orkney,35,7
2021Q3,50-59 ,Male,Orkney,45,3
2021Q3,60-69 ,Female,Orkney,40,4
2021Q3,60-69 ,Male,Orkney,45,6
2021Q3,70-79 ,Female,Orkney,65,4
2021Q3,70-79 ,Male,Orkney,58,10
2021Q3,80-89 ,Female,Orkney,48,9
2021Q3,80-89 ,Male,Orkney,54,6
2021Q3,90 +,Female,Orkney,30,7
2021Q3,90 +,Male,Orkney,10,10
2020Q1,0-9 ,Female,Shetland,10,1
2020Q1,0-9 ,Male,Shetland,15,0
2020Q1,10-19 ,Female,Shetland,10,1
2020Q1,10-19 ,Male,Shetland,5,2
2020Q1,20-29 ,Female,Shetland,10,5
2020Q1,20-29 ,Male,Shetland,10,2
2020Q1,30-39 ,Female,Shetland,16,2
2020Q1,30-39 ,Male,Shetland,25,4
2020Q1,40-49 ,Female,Shetland,20,2
2020Q1,40-49 ,Male,Shetland,27,3
2020Q1,50-59 ,Female,Shetland,25,10
2020Q1,50-59 ,Male,Shetland,30,4
2020Q1,60-69 ,Female,Shetland,35,3
2020Q1,60-69 ,Male,Shetland,40,3
2020Q1,70-79 ,Female,Shetland,40,6
2020Q1,70-79 ,Male,Shetland,51,6
2020Q1,80-89 ,Female,Shetland,46,5
2020Q1,80-89 ,Male,Shetland,35,6
2020Q1,90 +,Female,Shetland,17,14
2020Q1,90 +,Male,Shetland,11,10
2020Q2,0-9 ,Female,Shetland,0,NA
2020Q2,0-9 ,Male,Shetland,5,1
2020Q2,10-19 ,Female,Shetland,5,12
2020Q2,10-19 ,Male,Shetland,5,1
2020Q2,20-29 ,Female,Shetland,20,3
2020Q2,20-29 ,Male,Shetland,14,1
2020Q2,30-39 ,Female,Shetland,13,2
2020Q2,30-39 ,Male,Shetland,10,2
2020Q2,40-49 ,Female,Shetland,15,3
2020Q2,40-49 ,Male,Shetland,19,4
2020Q2,50-59 ,Female,Shetland,22,3
2020Q2,50-59 ,Male,Shetland,27,3
2020Q2,60-69 ,Female,Shetland,24,4
2020Q2,60-69 ,Male,Shetland,25,7
2020Q2,70-79 ,Female,Shetland,16,10
2020Q2,70-79 ,Male,Shetland,44,8
2020Q2,80-89 ,Female,Shetland,29,7
2020Q2,80-89 ,Male,Shetland,30,9
2020Q2,90 +,Female,Shetland,10,2
2020Q2,90 +,Male,Shetland,0,NA
2020Q3,0-9 ,Female,Shetland,0,NA
2020Q3,0-9 ,Male,Shetland,5,4
2020Q3,10-19 ,Female,Shetland,5,1
2020Q3,10-19 ,Male,Shetland,10,2
2020Q3,20-29 ,Female,Shetland,18,7
2020Q3,20-29 ,Male,Shetland,10,3
2020Q3,30-39 ,Female,Shetland,17,2
2020Q3,30-39 ,Male,Shetland,17,2
2020Q3,40-49 ,Female,Shetland,15,2
2020Q3,40-49 ,Male,Shetland,28,2
2020Q3,50-59 ,Female,Shetland,25,2
2020Q3,50-59 ,Male,Shetland,40,3
2020Q3,60-69 ,Female,Shetland,35,2
2020Q3,60-69 ,Male,Shetland,41,9
2020Q3,70-79 ,Female,Shetland,52,5
2020Q3,70-79 ,Male,Shetland,68,5
2020Q3,80-89 ,Female,Shetland,47,6
2020Q3,80-89 ,Male,Shetland,37,4
2020Q3,90 +,Female,Shetland,15,10
2020Q3,90 +,Male,Shetland,5,8
2020Q4,0-9 ,Female,Shetland,5,2
2020Q4,0-9 ,Male,Shetland,10,1
2020Q4,10-19 ,Female,Shetland,13,1
2020Q4,10-19 ,Male,Shetland,15,1
2020Q4,20-29 ,Female,Shetland,22,4
